task_name,thinking_fraction
"provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition.",
"provide information or recommendations to farmers or other landowners regarding ways in which they can best use land, promote plant growth, or avoid or correct problems such as erosion.",
provide information or refer individuals to public or private agencies or community services for assistance.,
"provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety.",
provide information regarding the judicial system or other legal issues through the media and public speeches.,
"provide information such as directions, visiting hours, or patient status information to visitors or callers.",
"provide information to customers on the care of trees, shrubs, flowers, plants, and lawns.",
"provide information to employees and managers on payroll matters, tax issues, benefit plans, and collective agreement provisions.",
"provide information to the patient about the proposed intervention, its material risks and expected benefits, and any reasonable alternatives.",
provide information to the public by leading workshops and training programs and by developing educational materials.,
provide information to the public on hearing or balance topics.,
"provide information to the public regarding parking regulations and facilities, and the location of streets, buildings and points of interest.",
"provide information to the public regarding trees, such as advice on tree care.",
"provide information, guidance, and preparation for the general equivalency diploma (ged) examination.",
"provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",
"provide instructions to clients on how to obtain help with legal, financial, and other personal issues.",
provide instructors with assistance in the use of audiovisual equipment.,
provide internal and external auditing services for businesses or individuals.,
"provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.",
"provide managers with budget recommendations and take responsibility for budgetary line items related to costumes, storage, or makeup needs.",
"provide occupational, educational, and other information to individuals so that they can make educational and vocational plans.",0.016393442
provide ophthalmic consultation to other medical professionals.,
provide or coordinate troubleshooting support for data warehouses.,
provide patients or caregivers with assistance in locating health care resources.,
"provide patients with direct family planning services such as inserting intrauterine devices, dispensing oral contraceptives, and fitting cervical barriers including cervical caps or diaphragms.",
"provide patients with information about the inheritance of conditions such as breast, ovarian, prostate and colon cancer; cardiovascular disease; alzheimer's disease; and diabetes.",
"provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability.",
provide performers with makeup removal assistance after performances have been completed.,
"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",0.017349636
provide professional consulting services to government or industry.,0.046031747
"provide professional consulting services to government, educational institutions, or industry.",0.040733196
provide psychological or administrative services and advice to private firms and community agencies regarding mental health programs or individual cases.,
"provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods.",
provide reference services and assistance for users needing archival materials.,
"provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",
provide road information to assist motorists.,
"provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",
"provide services to customers, such as order placement or account information.",
provide sonogram and oral or written summary of technical findings to physician for use in medical diagnosis.,
"provide specialized services to help patients manage conditions such as diabetes, asthma, smoking cessation, or high blood pressure.",
"provide statistical and computational tools for biologically based activities such as genetic analysis, measurement of gene expression, and gene function determination.",
provide statistical modeling advice to other departments.,
provide students positive feedback to encourage them and help them develop an appreciation for physical education.,
"provide students with information on such topics as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",
"provide support and information to functional areas such as marketing, clinical monitoring, and medical affairs.",
provide system design and integration recommendations.,0.08354646
"provide technical advice on the use of current instructional technologies, including computer-based training, desktop videoconferencing, multimedia, and distance learning technologies.",0.03013393
"provide technical advice to industrial or managerial personnel regarding design, construction, or program modifications or structural repairs.",
"provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment.",
"provide technical assistance in resolving electrical engineering problems encountered before, during, or after construction.",
"provide technical assistance to installers, technicians, or other solar professionals in areas such as solar electric systems, solar thermal systems, electrical systems, and mechanical systems.",
"provide technical assistance to surgeons, surgical nurses, or anesthesiologists.",
provide technical customer service.,
provide technical expertise in geographic information systems (gis) technology to clients or users.,
provide technical expertise or support related to manufacturing.,
provide technical expertise to assist communities in the development or implementation of storm water monitoring or other water programs.,
provide technical guidance or support for the development or troubleshooting of systems.,0.07323232
"provide technical guidance or support to customers on topics such as nanosystem start-up, maintenance, or use.",
"provide technical information about solar power, solar systems, equipment, and services to potential customers or dealers.",
"provide technical information about test results to physicians, family members, or researchers.",
"provide technical or logistical support to users of distance learning classrooms, equipment, web sites, or services.",
provide technical or scientific guidance to technical staff in the conduct of biofuels research or development.,
"provide technical support and services for scientists and engineers working in fields such as agriculture, environmental science, resource management, biology, and health sciences.",
provide technical support for computer-based geographic information systems (gis) mapping software.,
"provide technical support for existing reports, dashboards, or other tools.",
provide technical support for radio frequency identification device (rfid) technology.,
provide technical support for robotic systems.,
provide technical support on water resource or treatment issues to government agencies.,
provide technical support or assistance to chemists or engineers.,
provide technical support or instruction to staff or customers regarding electronics equipment standards.,
provide technical support to clients in the implementation of designed instruction or in task analyses and instructional systems design.,
provide technical support to junior staff or clients.,
"provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",
"provide technical support to users or clients regarding the maintenance, development, or operation of geographic information systems (gis) databases, equipment, or applications.",
"provide tourists with assistance in obtaining permits and documents such as visas, passports, and health certificates, and in converting currency.",
"provide training direction, encouragement, motivation, and nutritional advice to prepare athletes for games, competitive events, or tours.",
"provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements.",
provide user support by diagnosing network and device problems and implementing technical or procedural solutions.,
provide users with technical support for computer problems.,
"provide verbal or written project status reports to project teams, management, subcontractors, customers, or owners.",
"provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, and breastfeeding.",
"publish educational information for other pharmacists, doctors, or patients.",
purchase new or used items from online or physical sources for resale via retail or auction web site.,
"purchase or negotiate placement of listings in local search engines, directories, or digital mapping technologies.",
read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,
read and interpret assembly blueprints or specifications manuals and plan assembly or building operations.,
"read and interpret blueprints or specifications to determine size, shape, color, type, or thickness of glass, location of framing, installation procedures, or staging or scaffolding materials required.",
"read and interpret blueprints to determine the layout of system components, frameworks, and foundations, and to select installation equipment.",
"read and interpret blueprints, schematics, work specifications, drawings, or charts.",
"read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",
"read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals.",0.052478135
"read and interpret maintenance manuals, service bulletins, and other specifications to determine the feasibility and method of repairing or replacing malfunctioning or damaged components.",
read and interpret maps to determine vehicle routes.,
"read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, or reports to determine materials requirements or assembly instructions.",
read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.,
read and study story lines and musical scores to determine how to translate ideas and moods into dance movements.,
"read blueprints or other specifications to determine methods of installation, work procedures, or material or tool requirements.",
"read blueprints, illustrations, or specifications to determine layouts, sequences of operations, or identities or relationships of parts.",
"read blueprints, wiring diagrams, schematic drawings, or engineering instructions for assembling electronics units, applying knowledge of electronic theory and components.",
read books to entire classes or to small groups.,
"read current literature, attend meetings or conferences, and talk with colleagues to keep abreast of methodological or conceptual developments in fields such as biostatistics, pharmacology, life sciences, and social sciences.",
"read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in the field.",
"read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in genetics.",
"read current scientific or trade literature to stay abreast of scientific, industrial, or technological advances.",
read documents on pleadings and motions to ascertain facts and issues.,
"read food order slips or receive verbal instructions as to food required by patron, and prepare and cook food according to instructions.",
"read from sacred texts such as the bible, torah, or koran.",0.020612653
"read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props.",
"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",0.030562347
read maps and follow written and verbal geographic directions.,
"read material to determine index items and arrange them alphabetically or topically, indicating page or chapter location.",
read prepared scripts describing acts or tricks presented during performances.,
read prescriptions or specifications to determine the type of product or device to be fabricated and the materials and tools that will be required.,
"read proof sheets aloud, calling out punctuation marks and spelling unusual words and proper names.",
"read publications, attend showings, and study competing products and design styles and motifs to obtain perspective and generate design concepts.",
read scripts and confer with producers to determine the types and numbers of performers required for a given production.,
read scripts and consult directors and other production staff to develop design concepts and plan productions.,
"read scripts in order to determine location, set, and design requirements.",
read service guides to find information needed to perform repairs.,
"read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",
"read specifications, such as blueprints, charts, or schematics, to determine machine settings or adjustments.",
"read specifications, such as blueprints, to determine construction requirements or to plan procedures.",
read technical literature and participate in continuing education or professional associations to maintain awareness of current database technology and best practices.,0.026431719
"read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",
"read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.",
"read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",0.0077485056
"read, evaluate and edit manuscripts or other materials submitted for publication and confer with authors regarding changes in content, style or organization, or publication.",0.037523452
"receive charge slips or credit applications by mail, or receive information from salespeople or merchants by telephone.",
receive information regarding train or rail problems from dispatchers or from electronic monitoring devices.,
"receive payment by cash, check, credit cards, vouchers, or automatic debits.",
receive payment or obtain credit authorization.,
receive written or oral instructions regarding material movement or excavation.,
"receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",
"receive, relay, and act upon instructions and inquiries from train operations and customer service center personnel.",
recommend acceptance or rejection of compromise settlement offers.,
recommend actions in fraud cases.,
"recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit.",0.035460994
"recommend actions to ensure compliance with laws and regulations, or to protect solvency of institutions.",
"recommend and arrange for diagnostic procedures, such as blood chemistry tests, saliva tests, x-rays, or other imaging procedures.",
"recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.",
"recommend and implement measures to improve worker motivation, equipment performance, work methods, or customer services.",
recommend and provide advice on a wide variety of products and services.,0.017418845
"recommend approval, denial, or conditional approval of proposals.",
recommend assistive devices according to patients' needs or nature of impairments.,
recommend changes that could improve service and increase operational efficiency.,
"recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs.",
"recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",0.0880829
recommend design modifications to eliminate machine or system malfunctions.,
"recommend educational materials or resources to clients on matters such as financial planning, budgeting, or credit.",
"recommend financial products, such as stocks, bonds, mutual funds, or insurance.",
recommend improvements in security systems or procedures.,
recommend improvements to existing or planned logistics processes.,
"recommend instructional methods, such as individual or group instruction, self-study, lectures, demonstrations, simulation exercises, and role-playing, appropriate for content and learner characteristics.",
"recommend investments and investment timing to companies, investment firm staff, or the public.",0.07177033
"recommend methods for improving utilization of personnel, material, and utilities.",
recommend methods to increase lifestyle physical activity.,
recommend methods to reduce potential financial fraud losses.,
"recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products.",
recommend new equipment or software packages.,
recommend new systems and processes to improve operations.,
"recommend optimal transportation modes, routing, equipment, or frequency.",
recommend or authorize capital expenditures for acquisition of new equipment or property to increase efficiency and services of operations department.,
"recommend or implement personnel actions, such as employee selection, evaluation, rewards, or disciplinary actions.",
"recommend preservation procedures, such as control of temperature and humidity, to curatorial and building staff.",
"recommend preventive measures to be taken in the handling of nuclear technology, based on data obtained from operations monitoring or from evaluation of test results.",
recommend procedures or equipment or software upgrades to increase data accessibility or ease of use.,
"recommend products to customers, based on customers' needs and interests.",
"recommend purchase of equipment to control dust, temperature, or humidity in area of system installation.",
"recommend purchase of new or improved technology, such as automated systems.",
recommend purchase of storage equipment and design area layout to locate equipment in space available.,
"recommend special diets to improve athletes' health, increase their stamina, or alter their weight.",
"recommend strategies for clients to meet their financial goals, such as borrowing money through loans or loan programs, declaring bankruptcy, making budget adjustments, or enrolling in debt management plans.",0.035827186
recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,
"recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",
recommend treatment and prevention methods for pest problems to clients.,
"recommend web site improvements, and develop budgets to support recommendations.",
"recommend, select, and help locate or obtain merchandise based on customer needs and desires.",
reconcile records of bank transactions.,
"record and compile operating data, instrument readings, documentation, and results of laboratory analyses.",
"record and compile operational data by completing and maintaining forms, logs, or reports.",
record and process results of procedures.,
"record data from operations, testing, and production on specified forms.",
record facts to prepare reports that document incidents and activities.,
record food and fluid intake and output.,
record information about financial status of customers and status of collection efforts.,
"record information such as computer operating time, problems that occurred, and actions taken.",0.023880597
"record information such as personnel, production, or operational data on specified forms or reports.",
"record information, such as the number of products tested, meter readings, or dates and times of product production.",
"record laboratory or field data, including numerical data, test results, photographs, or summaries of visual observations.",
"record messages, suggesting rewording for clarity or conciseness.",0.015636919
"record operating data, such as process conditions, test results, or instrument readings.",
record operational or production data on specified forms.,
"record production and test data for each food product batch, such as the ingredients used, temperature, test results, and time cycle.",
record symbols on computer storage media and use computer aided transcription to translate and display them as text.,
"record test data and prepare reports, summaries, or charts that interpret test results.",
"record test procedures and results, numerical and graphical data, and recommendations for changes in product or test methods.",
"record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary.",
"record, process, and maintain patient data or treatment records and prepare reports.",
"record, review, and compile operations records, test results, and gauge readings such as temperatures, pressures, concentrations, and flows.",
redesign the movement of goods to maximize value and minimize costs.,
"refer applicants to job openings or to interviews with other staff, in accordance with administrative guidelines or office procedures.",
"refer clients to services, such as eye care, health care, rehabilitation, and counseling, to enhance visual and life functioning or when condition exceeds scope of practice.",
"refer exporters to experts in areas such as trade financing, international marketing, government export requirements, international banking, or marine insurance.",
refer patients to appropriate health care services or resources.,
refer patients to medical specialists or other practitioners when necessary.,
"refer patients to medical specialists, social services or other professionals as appropriate.",
"refer patients, clients, or family members to community resources or to specialists as necessary.",
refer to manuals and wiring diagrams to gather information needed to repair machines.,
"refer to reference materials, such as dictionaries, lexicons, encyclopedias, and computerized terminology banks, as needed to ensure translation accuracy.",
"refer to schematic drawings, product manuals, and troubleshooting guides to diagnose and repair problems.",
refer to schematics and manufacturers' specifications that show connections and provide instructions on how to locate problems.,
refer unresolved customer grievances to designated departments for further investigation.,
"reformat documents, moving paragraphs or columns.",0.028423773
reinstall software programs or adjust settings on existing software to fix machine malfunctions.,
relay credit report information to subscribers by mail or by telephone.,
"render drawings, illustrations, and sketches of buildings, manufactured products, or models, working from sketches, blueprints, memory, models, or reference materials.",
render sequential drawings that can be turned into animated films or advertisements.,
rent or lease properties on behalf of clients.,
rent properties or manage rental properties.,
"repair, rework, or calibrate hydraulic or pneumatic assemblies or systems to meet operational specifications or tolerances.",
replace and clean electrical or electronic components.,
report all positions or trading results.,
"report any pertinent information to the proper authorities in cases of child endangerment, neglect, or abuse.",
"report incidences of child or elder abuse, neglect, or threats of harm to authorities, as required.",
report results of statistical analyses in peer-reviewed papers and technical manuals.,
"report results of statistical analyses, including information in the form of graphs, charts, and tables.",0.05420054
represent clients in obtaining bids or awarding construction contracts.,
represent company at trade association meetings to promote products.,
represent organizations before domestic or international regulatory agencies on major policy matters or decisions regarding company products.,
"represent their government at local, national, and international meetings and conferences.",
"represent their parties in negotiations with political executives or members of other parties, and when speaking with the media.",
"research and analyze customer design proposals, specifications, manuals, or other data to evaluate the feasibility, cost, or maintenance requirements of designs or applications.",
"research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions.",
research and analyze member or community needs to determine program directions and goals.,
"research and analyze reference materials, and consult with interested parties in order to develop new products or modify existing designs.",
research and control animal selection and breeding practices to increase production efficiency and improve animal quality.,
research and evaluate emerging instructional technologies or methods.,
research and identify potential customers for products or services.,0.050632913
"research and prepare manuscripts in support of public programming and the development of exhibits at historic sites, museums, libraries, and archives.",
research and record the origins and historical significance of archival materials.,
research case law or outcomes of previous case hearings.,
"research computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control.",
"research craft trends, venues, and customer buying patterns to inspire designs and marketing strategies.",
"research current trends and new technology, such as printing production techniques, computer software, and design trends.",
research diseases to which animals could be susceptible.,
"research environmental sustainability issues, concerns, or stakeholder interests.",
research hardware or software products to meet technical networking or security needs.,
research how characteristics of plants or animals are carried through successive generations.,
research information in the municipal archives upon request of public officials or private citizens.,
research information requested by farmers.,
"research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",
"research laws, regulations, policies, or precedent decisions to prepare for hearings.",
research legal issues and write opinions on the issues.,
research new financial products or analytics to determine their usefulness.,
research new software or design concepts.,
"research new technologies by attending seminars, reading trade articles, or taking classes, and implement or recommend the implementation of new technologies.",
"research or develop analytical tools to address issues such as portfolio construction or optimization, performance measurement, attribution, profit and loss measurement, or pricing models.",0.0781893
"research or implement green automotive technologies involving alternative fuels, electric or hybrid cars, or lighter or more fuel-efficient vehicles.",
"research or recommend textbooks, software, equipment, or other learning materials to complement tutoring.",
"research or review regulatory, technical, or market issues related to sustainability.",
"research particular roles to find out more about a character, or the time and place in which a piece is set.",
"research policies, practices, or procedures for climate or environmental management.",
"research production specifications, costs, production materials and manufacturing methods and provide cost estimates and itemized production requirements.",
"research production topics using the internet, video archives, and other informational sources.",
"research reference materials, analyze production data, and consult with interested parties to develop ideas for new products.",
"research technical requirements or environmental impacts of urban green spaces, such as green roof installations.",
"research the chemical effects of substances, such as drugs, serums, hormones, or food, on tissues or vital processes.",
"research the history of a particular country or region, or of a specific time period.",
"research use of bacteria and microorganisms to develop vitamins, antibiotics, amino acids, grain alcohol, sugars, and polymers.",
"research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",0.04479769
"research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies.",
"research, document, rate, or select alternatives for web architecture or technologies.",
"research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",
"research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication.",
"resolve any problems with itineraries, service, or accommodations.",
resolve customer complaints or answer customers' questions regarding policies and procedures.,
resolve customer complaints regarding food service.,
resolve customer complaints regarding problems such as payout errors.,
resolve customer complaints regarding sales and service.,
resolve customer complaints regarding worker performance or services rendered.,
resolve customer complaints.,
"resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",
resolve discrepancies in accounting records.,
"resolve garbled or indecipherable messages, using cryptographic procedures and equipment.",
"resolve or clarify codes or diagnoses with conflicting, missing, or unclear information by consulting with doctors or others or by participating in the coding team's regular meetings.",
"resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.",
resolve questions or problems with customs officials.,
"respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.",
"respond to customer complaints, taking action as necessary.",
respond to customer inquiries or complaints.,0.028985508
"respond to customer, public, or media requests for information about wellness programs or services.",
respond to general inquiries or requests from the public.,
"respond to internal and external requests for the release of information contained in medical records, copying medical records, and selective extracts in accordance with laws and regulations.",
"respond to passengers' questions, requests, or complaints.",
respond to program error messages by finding and correcting problems or terminating the program.,0.08113731
respond to questions from judicial officers or court staff on general legal issues.,
"respond to questions from patrons, and provide information about animals, such as behavior, habitat, breeding habits, or facility activities.",
respond to requests for information about employers' activities or status.,
respond to requests for information from the media or designate an appropriate spokesperson or information source.,
"respond to requests for information from the public, other municipalities, state officials, or state and federal legislative offices.",
"respond to user email inquiries, or set up automated systems to send responses.",
retrieve information from central databases for storage in a library's computer.,
"retrieve patient medical records for physicians, technicians, or other medical personnel.",
"retrieve, separate and sort program output as needed, and send data to specified users.",
return assignments to students in accordance with established deadlines.,
return borrowed or rented items when productions are complete and return other items to storage.,
"review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products.",
review all securities transactions to ensure accuracy of information and conformance to governing agency regulations.,
"review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",0.08043236
"review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",
"review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact.",
"review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed.",
review and approve proofs submitted by composing room prior to publication production.,
"review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology.",
review and evaluate clients' progress in relation to measurable goals described in treatment and care plans.,
review and evaluate employee performance.,
"review and evaluate materials, using book reviews, catalogs, faculty recommendations, and current holdings to select and order print, audio-visual, and electronic resources.",
"review and evaluate new and current programs to determine their efficiency, effectiveness, and compliance with state, local, and federal regulations and recommend any necessary modifications.",
"review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance.",
"review and interpret plans, blueprints, site layouts, specifications, or construction methods to ensure compliance to legal requirements and safety regulations.",
review and revise sustainability proposals or policies.,
"review and verify data, such as age, name, address, and principal sum and value of property on insurance applications and policies.",
"review applications for site plans and permits and recommend approval, denial, modification, or further investigative action.",
review assembled films or edited videotapes on screens or monitors to determine if corrections are necessary.,
"review blueprints, building codes, or specifications to determine work details or procedures.",
review books and journal articles for potential publication.,
"review catalogs, industry periodicals, directories, trade journals, and internet sites and consult with other department personnel to locate necessary goods and services.",
"review changes to financial, family, or employment situations to determine whether changes to existing debt management plans, spending plans, or budgets are needed.",
"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.016216217
review clinical protocols to ensure collection of data needed for regulatory submissions.,
review collection reports to determine the status of collections and the amounts of outstanding balances.,
"review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.",
review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,
"review data about material assets, net worth, liabilities, capital stock, surplus, income, and expenditures.",
"review development plans for transportation system effects, infrastructure requirements, or compliance with applicable transportation regulations.",
"review documents such as purchase orders, sales tickets, charge slips, or hospital records to compute fees or charges due.",
review employment applications and job orders to match applicants with job requirements.,
"review event bills for accuracy, and approve payment.",
"review existing electrical engineering criteria to identify necessary revisions, deletions, or amendments to outdated material.",
review existing policies or legislation to identify environmental impacts.,
review facts of incidents to determine if criminal act or statute violations were involved.,
"review files, records, and other documents to obtain information to respond to requests.",
"review financial periodicals, stock and bond reports, business publications, or other material to identify potential investments for clients or to keep abreast of trends affecting market conditions.",
"review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements.",
"review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",0.046875
review footage sequence by sequence to become familiar with it before assembling it into a final product.,
"review global, national, or regional transportation or logistics reports for ways to improve efficiency or minimize the environmental impact of logistics activities.",
review grant applications or make funding recommendations.,
"review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",0.048661802
review insurance policy terms to determine whether a particular loss is covered by insurance.,
review insurance policy to determine coverage.,
review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.,
review manuscripts for publication in books and professional journals.,
"review operating practices and procedures to determine whether improvements can be made in areas such as workflow, reporting procedures, or expenditures.",
review operational records and reports to project sales and determine profitability.,
"review or approve designs, calculations, or cost estimates.",
review or transmit images and information using picture archiving or communications systems.,
"review or update web page content or links in a timely manner, using appropriate tools.",
review papers for colleagues and scientific journals.,0.09146342
review papers for publication in journals.,0.08955224
"review papers or serve on editorial boards for scientific journals, and review grant proposals for federal agencies.",0.1017964
"review papers or serve on editorial boards for scientific journals, and review grant proposals for various agencies.",0.12060302
"review performer information, such as photos, resumes, voice tapes, videos, and union membership, to decide whom to audition for parts.",
"review plans for new construction with clients, enumerating and recommending available options and features.",
"review prescription, diagnosis, patient chart, and identification.",
review procedures in database management system manuals for making changes to database.,
"review project activities and prepare and review research, testing, or operational reports.",
review project plans to plan and coordinate project activity.,
"review property listings, trade journals, and relevant literature, and attend conventions, seminars, and staff and association meetings to remain knowledgeable about real estate markets.",
"review proposed study protocols to evaluate factors such as sample collection processes, data management plans, and potential subject risks.",
"review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",0.053045187
"review records for completeness, accuracy, and compliance with regulations.",
review reports of securities transactions or price lists to analyze market conditions.,
review reports of suspected fraud to determine need for further investigation.,
"review research literature to maintain knowledge on topics related to industrial ecology, such as physical science, technology, economy, and public policy.",
review research literature to remain current on psychological science issues.,
"review research or literature in art therapy, psychology, or related disciplines.",
"review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",
review scientific proposals and research papers.,0.105882354
"review scripts or other production information to determine a story's locale or period, as well as the number of characters and required costumes.",
review sets of photographs to select the best work.,
"review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",0.06960385
review subject matter of materials to be classified and select classification numbers and headings according to classification systems.,
"review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",
"review work orders, blueprints, specifications, or job samples to determine components, settings, and adjustments for cutting and slicing machines.",
"review written, audio, or video copy and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines.",
"review, approve, or interpret genetic laboratory results.",
"review, classify, and record survey data in preparation for computer analysis.",
"revise existing marketing plans or campaigns for green products, technologies, or services.",
"revise programs or tapes to eliminate errors, and retest programs to check that problems have been solved.",0.09184481
revise work to meet editorial approval or to fit time or space requirements.,
"revise written material to meet personal standards and to satisfy needs of clients, publishers, directors, or producers.",
"rewrite original musical scores in different musical styles by changing rhythms, harmonies, or tempos.",
"route or reroute drivers in real time with remote route navigation software, satellite linkup systems, or global positioning systems (gps) to improve operational efficiencies.",
"sample and test air to identify gasses, such as bromine, ozone, or sulfur dioxide, or particulates, such as mold, dust, or allergens.",
scan or read incoming materials to determine how and where they should be classified or filed.,
schedule and conduct closings of mortgage transactions.,
"schedule and confirm appointments for clients, customers, or supervisors.",
schedule and facilitate meetings related to information technology projects.,
schedule appointments and maintain and update appointment calendars.,
"schedule events and organize details, including refreshment, entertainment, decorations, and the collection of any fees.",
schedule space or equipment for special programs and prepare lists of participants.,
"script, plan, and create animated narrative sequences under tight deadlines, using computer software and hand drawing techniques.",
